Navn,Adresse,Latitude,Longitude,Kontaktperson,Tilsynsstatus,Takster,Tilbudstyper,Pladser,Kapacitet
Lysningen (Center for Specialpædagogiske Børnetilbud),"Årslev Møllevej 19A
  

  8220 Brabrand",56.1553855,10.0850539,"Mikael Carlsen

  87132525","Godkendt
  26-02-2025",Fra 4.166 - 4.166 kr.,"Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","10 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","10 pladser -
  Kontakt afdelingen om ledige pladser"
"Nordstjernen/Karlsvognen (Bygden 2) (Bifrost, fleksible tilbud til børn og unge med handicap)","Bygden 24
  

  7100 Vejle",55.6754658,9.5348658,"Birgitte Preuthun

  40647926","Godkendt
  11-08-2023",Fra 3.687 - 10.908 kr.,"Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","13 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  1 - Botilbud til midlertidige ophold, § 107","13 pladser -
  Kontakt afdelingen om ledige pladser"
Pilen (Holmstrupgård),"Holmstrupgårdvej 39
  

  8220 Brabrand",56.1748741,10.1180923,"Trine Malver

  78478600","Godkendt
  26-02-2025","Fra 2.428,88 - 2.582,48 kr.","Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","4 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  4 - Botilbud til midlertidige ophold, § 107","4 pladser -
  Kontakt afdelingen om ledige pladser"
Skovhuset (Nødebogård),"Kildeportvej 20
  

  3480 Fredensborg",55.9768694,12.3382764,"Tine Stryhn

  38668080","Godkendt
  20-08-2024",Fra 4.234 - 4.234 kr.,"Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  1 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","2 pladser -
  Kontakt afdelingen om ledige pladser"
"St. th., 1. etage, 6. etage og 7. etage (Betty)","Betty Nansens Alle 51
  

  2000 Frederiksberg",55.67011,12.5008576,"Sanne Mylenberg

  28989595","Godkendt
  22-05-2024","Fra 383,62 - 1.609.061 kr.","Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
  
  
  
  Aktivitets- og samværstilbud, § 104
  
  
  
  Særlige klubtilbud, § 82, jf. § 84","0 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  32 - Botilbudslignende tilbud, Almen ældrebolig/handicapvenlig bolig, ABL § 105 stk. 2
  
  
  
  8 - Aktivitets- og samværstilbud, § 104
  
  
  
  1 - Særlige klubtilbud, § 82, jf. § 84","0 pladser -
  ingen ledige"
Ting -Jellinge (Botræningen Magleby),"Søhusevej 79
  

  4230 Skælskør",55.2217761,11.303578,"Christa Jørgensen

  60149835","Godkendt
  12-11-2024","Fra 1.295,35 - 1.295,35 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","2 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  9 - Botilbud til midlertidige ophold, § 107","2 pladser -
  Kontakt afdelingen om ledige pladser"
Tranum Enge - NBU Center,"Bryggerivej 6
  

  9460 Brovst",57.1113388,9.589741,"Susanne Lykke Petersen

  20671665","Godkendt
  07-03-2025","Fra 2.682,65 - 2.682,65 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","4 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","4 pladser -
  Kontakt afdelingen om ledige pladser"
Udsigten (Nødebogård),"Kildeportvej 20
  

  3480 Fredensborg",55.9768694,12.3382764,"Tine Stryhn

  38668080","Godkendt
  20-08-2024",Fra 4.249 - 11.049 kr.,"Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  8 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","2 pladser -
  Kontakt afdelingen om ledige pladser"
Villa Cornelia (Maglesøhus),"Smedelundsgade 31D
  

  4300 Holbæk",55.7144275,11.7166105,"Pia Rolander

  31187690","Godkendt
  03-04-2024","Fra 2.473,29 - 2.473,29 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  2 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","2 pladser -
  Kontakt afdelingen om ledige pladser"
Æblegården (Hjertehusene ApS),"Æblevej 21
  

  5853 Ørbæk",55.2755275,10.7000747,"Lene Møllegaard

  +4524851072","Godkendt
  02-12-2024","Fra 4.274,49 - 6.964,2 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","5 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  5 - Botilbud til midlertidige ophold, § 107","5 pladser -
  Kontakt afdelingen om ledige pladser"
Bostedet Hanbohus,"Aalborgvej 33A 1
  

  9460 Brovst",57.1107359,9.5895077,"Susanne Lykke Petersen

  20671665","Godkendt
  17-12-2024","Fra 1.833,59 - 1.833,59 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","6 - Botilbud til midlertidige ophold, § 107
  
  
  
  1 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 pladser -
  Kontakt afdelingen om ledige pladser"
"Hald Ege, Specialområde Børn og Unge","Videbechs Alle 11
  

  8800 Viborg",56.4100013,9.3535395,"Tine Hejlesen

  20517124","Godkendt
  22-03-2024",Fra 1.963 - 2.064 kr.,"Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","16 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","2 pladser -
  Kontakt afdelingen om ledige pladser"
Emmedsbo mølle,"Kristrup Møllevej 6A
  

  8960 Randers SØ",56.4456534,10.0697434,"Rebekka Kristiansen

  20522510","Godkendt
  31-03-2025","Fra 1.635,16 - 3.637,6 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  5 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","5 pladser -
  Kontakt afdelingen om ledige pladser"
Afdeling Granly (SOLGLIMT - for børn og unge med diabetes),"Solglimtvej 13
  

  4540 Fårevejle",55.7899541,11.4664339,"Maiken Lang

  59653233","Godkendt
  04-04-2025","Fra 2.742,75 - 2.742,75 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  6 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","6 pladser -
  Kontakt afdelingen om ledige pladser"
Fonden opholdsstedet Østergaard,"Birkedalvej 26
  

  8500 Grenaa",56.4502611,10.7933071,"Vicky Buhl Gregersen

  61380126","Godkendt
  19-11-2024","Fra 3.108,19 - 3.108,19 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","7 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  0 - Botilbud til midlertidige ophold, § 107","0 pladser -
  ingen ledige"
Danahus døgn afdelingen (Det Specialiserede Aflastningstilbud),"Danalien 10
  

  9000 Aalborg",57.0300143,9.942102,"Brian Balle

  31993691","Godkendt
  24-02-2025",Fra 4.604 - 7.542 kr.,"Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","4 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  1 - Botilbud til midlertidige ophold, § 107","4 pladser -
  Kontakt afdelingen om ledige pladser"
Rantzausgavevej (Fonden Corvia),"Kannevej 10
  

  8355 Solbjerg",56.0105228,10.0796724,"Thomas Petersen

  31636299","Godkendt
  17-12-2024","Fra 2.684,79 - 2.750,66 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","3 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  4 - Botilbud til midlertidige ophold, § 107","4 pladser -
  Kontakt afdelingen om ledige pladser"
Atriumhus,"Nykøbingvej 13
  

  4440 Mørkøv",55.6582157,11.4979911,"Christin Maria Meikl

  28926379","Godkendt
  11-10-2024","Fra 3.027,04 - 3.027,04 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  10 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 pladser -
  Kontakt afdelingen om ledige pladser"
"SUF Djurs, 110 (SUF Djurs)","Bugtrupvej 26A
  

  8560 Kolind",56.3615184,10.5832118,"Kristian Larsen

  30844542","Godkendt
  04-02-2025","Fra 2.188,48 - 2.622,55 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Forsorgshjem/herberg, § 110","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  2 - Forsorgshjem/herberg, § 110","2 pladser -
  Kontakt afdelingen om ledige pladser"
Slottet (Kilden Botilbud  S/I),"Algade 12C
  

  4660 Store Heddinge",55.3100211,12.3903295,"Morten Ravn

  93859709","Godkendt
  11-12-2024","Fra 1.600,81 - 2.432.985,25 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","4 - Botilbud til midlertidige ophold, § 107
  
  
  
  0 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","0 pladser -
  Kontakt afdelingen om ledige pladser"
Fonden Forcen,"Kronjydevej 1
  

  8960 Randers SØ",56.4419448,10.1148551,"Henrik Bjarnskov

  91892822","Godkendt
  06-08-2024","Fra 3.314,2 - 3.314,2 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","7 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  7 - Botilbud til midlertidige ophold, § 107","7 pladser -
  Kontakt afdelingen om ledige pladser"
Danahus aflastning (Det Specialiserede Aflastningstilbud),"Danalien 10
  

  9000 Aalborg",57.0300143,9.942102,"Brian Balle

  31993691","Godkendt
  24-02-2025",Fra 3.625 - 5.235 kr.,"Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","14 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  1 - Botilbud til midlertidige ophold, § 107","1 pladser -
  Kontakt afdelingen om ledige pladser"
Skælskørvej (Botræningen Magleby),"Søhusevej 79
  

  4230 Skælskør",55.2217761,11.303578,"Christa Jørgensen

  60149835","Godkendt
  12-11-2024","Fra 1.295,35 - 1.295,35 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","6 - Botilbud til midlertidige ophold, § 107
  
  
  
  0 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","6 pladser -
  Kontakt afdelingen om ledige pladser"
Møllehuset,"Fjordlystvej 6
  

  7700 Thisted",56.9568201,8.7127223,"Helle Marensa Pedersen

  20232655","Godkendt med vilkår
  12-11-2024","Fra 4.244,31 - 4.244,31 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  10 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","10 pladser -
  Kontakt afdelingen om ledige pladser"
Godset (Kilden Botilbud  S/I),"Algade 12C
  

  4660 Store Heddinge",55.3100211,12.3903295,"Morten Ravn

  93859709","Godkendt
  11-12-2024","Fra 1.910,86 - 2.530,01 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","6 - Botilbud til midlertidige ophold, § 107
  
  
  
  5 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","6 pladser -
  Kontakt afdelingen om ledige pladser"
Palæet (Kilden Botilbud  S/I),"Algade 12C
  

  4660 Store Heddinge",55.3100211,12.3903295,"Morten Ravn

  93859709","Godkendt
  11-12-2024","Fra 2.530,01 - 2.530,01 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","5 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  5 - Botilbud til midlertidige ophold, § 107","5 pladser -
  Kontakt afdelingen om ledige pladser"
Toften (Botræningen Magleby),"Søhusevej 79
  

  4230 Skælskør",55.2217761,11.303578,"Christa Jørgensen

  60149835","Godkendt
  12-11-2024","Fra 1.292,49 - 1.295,35 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","0 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  6 - Botilbud til midlertidige ophold, § 107","0 pladser -
  ingen ledige"
"Fredensborg Huset. N.W. Gadesvej 6, 3480 Fredensborg(Døgn §43 stk 1 nr.6,§107)) (Dyssegården Den psykiatriske behandlingsinstitution)","Avderødvej 32A
  

  2980 Kokkedal",55.9182278,12.4340695,"Birgitte Munch-Hansen

  48207800","Godkendt
  02-07-2024","Fra 4.196,65 - 4.394,12 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","3 - Botilbud til midlertidige ophold, § 107
  
  
  
  5 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","3 pladser -
  ingen ledige"
Bakkebo (Lykkegard),"Nørupvej 58
  

  4300 Holbæk",55.6812991,11.6492602,"Pernille Lykke Brandt

  41417635","Godkendt
  11-04-2025","Fra 2.777,9 - 5.591,99 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","1 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","2 pladser -
  Kontakt afdelingen om ledige pladser"
Afdeling Rud Kirkevej (Fonden Føniks),"Rud Kirkevej 1
  

  8370 Hadsten",56.361984,10.1270573,"Rasmus Olufson

  40116052","Godkendt
  30-04-2024","Fra 3.034,67 - 3.034,67 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  11 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","11 pladser -
  Kontakt afdelingen om ledige pladser"
"Apollo. Avderødvej 32a, 2980 Kokkedal (Døgn, §43 stk 1nr.6, § 107 (børn og unge) (Dyssegården Den psykiatriske behandlingsinstitution)","Avderødvej 32A
  

  2980 Kokkedal",55.9182278,12.4340695,"Birgitte Munch-Hansen

  48207800","Godkendt
  02-07-2024","Fra 4.196,65 - 4.394,12 kr.","Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","7 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  1 - Botilbud til midlertidige ophold, § 107","1 pladser -
  ingen ledige"
Botilbuddet Elevkollegiet,"Høvej 35
  

  8200 Aarhus N",56.23196,10.2108562,"Simon Sandfeld

  61614371","Godkendt
  22-11-2024","Fra 429,3 - 2.146,5 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","12 - Botilbud til midlertidige ophold, § 107
  
  
  
  3 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","12 pladser -
  Kontakt afdelingen om ledige pladser"
Botræningshus Hågerup (Fonden Asgaard-Sødinge),"Søllingevej 3
  

  5750 Ringe",55.2520135,10.5086041,"Lars Larsen

  26228699","Godkendt
  11-03-2025","Fra 2.083,57 - 2.083,58 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  1 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 pladser -
  Kontakt afdelingen om ledige pladser"
Botræningshusene (Fonden Asgaard-Sødinge),"Søllingevej 3
  

  5750 Ringe",55.2520135,10.5086041,"Lars Larsen

  26228699","Godkendt
  11-03-2025","Fra 2.083,57 - 2.083,58 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","2 - Botilbud til midlertidige ophold, § 107
  
  
  
  2 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","2 pladser -
  Kontakt afdelingen om ledige pladser"
BØRNEINSTITUTIONEN POSEKÆR,"Posekærvej 20
  

  6200 Aabenraa",55.0254882,9.4182234,"Lone Busk

  29614876","Godkendt
  23-10-2021",Fra 5.426 - 6.037 kr.,"Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","26 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  0 - Botilbud til midlertidige ophold, § 107","26 pladser -
  Kontakt afdelingen om ledige pladser"
Børne og Ungehjemmet Møllegården,"Storgaardsvej 19
  

  9493 Saltum",57.2620569,9.7250696,"Marie Louise Andreasen

  25127225","Godkendt
  03-01-2025","Fra 3.020,04 - 3.555,86 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","1 - Botilbud til midlertidige ophold, § 107
  
  
  
  6 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","6 pladser -
  Kontakt afdelingen om ledige pladser"
DMO Ungekollegiet (Den Miljøterapeutiske Organisation I),"Hasselvænget 49
  

  4300 Holbæk",55.7107756,11.7135376,"Jesper Christensen

  31512040","Godkendt
  11-12-2024","Fra 1.583,64 - 4.560,12 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","14 - Botilbud til midlertidige ophold, § 107
  
  
  
  14 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","14 pladser -
  Kontakt afdelingen om ledige pladser"
Engen (Holmstrupgård),"Holmstrupgårdvej 39
  

  8220 Brabrand",56.1748741,10.1180923,"Trine Malver

  78478600","Godkendt
  26-02-2025","Fra 2.428,88 - 2.582,48 kr.","Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","6 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  5 - Botilbud til midlertidige ophold, § 107","6 pladser -
  Kontakt afdelingen om ledige pladser"
HSV,"Henning Smiths Vej 9
  

  9000 Aalborg",57.0522741,9.8923222,"Thomas Peter Sørensen

  25197056","Godkendt
  31-01-2025",Fra 1.113 - 2.610 kr.,"Botilbud til midlertidige ophold, § 107
  
  
  
  Botilbudslignende tilbud, Lejebolig, Lejeloven
  
  
  
  Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","18 - Botilbud til midlertidige ophold, § 107
  
  
  
  1 - Botilbudslignende tilbud, Lejebolig, Lejeloven
  
  
  
  1 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3","1 pladser -
  ingen ledige"
Hellerupvej (Broen),"Hellerupvej 50
  

  2900 Hellerup",55.7333509,12.5644867,"Annette Malene Seland

  39406030","Godkendt
  20-03-2024",Fra 2.302 - 2.955 kr.,"Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","1 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  8 - Botilbud til midlertidige ophold, § 107","8 pladser -
  Kontakt afdelingen om ledige pladser"
"Højbjerghus, Kvisten (Specialbørnehjemmene)","Højdedraget 5
  

  9530 Støvring",56.8775558,9.8330799,"Anja Vestergård

  21226722","Godkendt
  10-01-2025",Fra 7.131 - 7.751 kr.,"Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","5 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","5 pladser -
  Kontakt afdelingen om ledige pladser"
Kvisten (Holmstrupgård),"Holmstrupgårdvej 39
  

  8220 Brabrand",56.1748741,10.1180923,"Trine Malver

  78478600","Godkendt
  26-02-2025","Fra 2.428,88 - 2.582,48 kr.","Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","3 - Børne- og ungehjem som døgninstitution, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  6 - Botilbud til midlertidige ophold, § 107","3 pladser -
  Kontakt afdelingen om ledige pladser"
Opholdsstedet Bakkegården (Fonden Bakkegården),"Gammel Viborgvej 73
  

  8471 Sabro",56.1962565,10.0684348,"Jesper Tønder

  20151839","Godkendt
  20-06-2024","Fra 1.874,61 - 4.388,4 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","8 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","8 pladser -
  Kontakt afdelingen om ledige pladser"
PKC - Aalborgvej (PKC - Pædagogisk Kompetence Center ApS),"Aalborgvej 10
  

  9280 Storvorde",56.9687855,10.2205162,"Henning Ludvigsen

  60407041","Godkendt
  07-01-2025","Fra 3.833,17 - 3.833,17 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","3 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  1 - Botilbud til midlertidige ophold, § 107","3 pladser -
  Kontakt afdelingen om ledige pladser"
Tinghøjvej (Kanonen),"Tinghøjvej 5
  

  8370 Hadsten",56.3253572,10.0595897,"Birgitte Reymers Lydolf

  +4529479849","Godkendt
  29-01-2025","Fra 2.886,58 - 5.961,27 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","2 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  1 - Botilbud til midlertidige ophold, § 107","2 pladser -
  Kontakt afdelingen om ledige pladser"
Trin 1 - Regstrup (Malthesminde Bo- og Uddannelsesstøtte),"Gartnervænget 25
  

  4420 Regstrup",55.6713138,11.6121254,"Jesper Mortensen

  23236535","Godkendt
  29-01-2025","Fra 2.055,87 - 2.055,87 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","3 - Botilbud til midlertidige ophold, § 107
  
  
  
  1 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3","3 pladser -
  ingen ledige"
Utterslev Gl.Skole (Botilbud Utterslev Gamle Skole),"Bøgetvej 59
  

  4913 Horslunde",54.9309032,11.1938503,"Henrik Romme

  29783563","Godkendt
  10-04-2025","Fra 2.292,46 - 2.292,46 kr.","Aktivitets- og samværstilbud, § 104
  
  
  
  Botilbud til midlertidige ophold, § 107","0 - Aktivitets- og samværstilbud, § 104
  
  
  
  9 - Botilbud til midlertidige ophold, § 107","0 pladser -
  Kontakt afdelingen om ledige pladser"
Voldum-Rud Vej (Kanonen),"Voldum-Rud Vej 1A
  

  8370 Hadsten",56.3647234,10.1700331,"Birgitte Reymers Lydolf

  +4529479849","Godkendt
  29-01-2025","Fra 2.886,58 - 5.961,27 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","4 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","4 pladser -
  Kontakt afdelingen om ledige pladser"
Østervang (Langholt),"Østersøvej 70
  

  4872 Idestrup",54.7395947,12.0163462,"Nina Hansen

  54447212","Godkendt
  01-04-2025","Fra 2.549,78 - 10.764,08 kr.","Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  Botilbud til midlertidige ophold, § 107","5 - Børne- og ungehjem som opholdssted, § 43, stk. 1, nr. 6, og stk. 3
  
  
  
  2 - Botilbud til midlertidige ophold, § 107","5 pladser -
  Kontakt afdelingen om ledige pladser"
"Askovhus - Behandling af spiseforstyrrelse, personlighedsforstyrrelse og selvskade","Åboulevard 40
  

  2200 København N",55.6850246,12.5541222,"Line Sidenius

  35301745","Godkendt
  31-01-2025","Fra 1.686,67 - 6.493,4 kr.","Botilbud til midlertidige ophold, § 107
  
  
  
  Aktivitets- og samværstilbud, § 104","26 - Botilbud til midlertidige ophold, § 107
  
  
  
  29 - Aktivitets- og samværstilbud, § 104","29 pladser -
  Kontakt afdelingen om ledige pladser
  
  
  
  Heraf er 26 pladser forbeholdt beboere på botilbuddet"
